"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de un nuevo usuario en la pagina de Choucair","El usuario despues de registrarse deberia poder visualizar las diferentes vacantes en la pagina de Choucair","FAILURE","2022-01-09T15:48:08.05-05:00[America/Bogota]","0.0","92.78"
