"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de un nuevo usuario en la pagina de Choucair","El usuario despues de registrarse deberia poder visualizar las diferentes vacantes en la pagina de Choucair","ERROR","2022-01-09T16:52:04.852-05:00[America/Bogota]","0.0","129.5"
