"Story","Title","Result","Date","Stability","Duration (s)"
"Deberia ver las diferentes ofertas laborales en la pagina dw Choucair","El usuario despues de iniciar sesion deberia poder visualizar las diferentes vacantes en la pagina de Choucair.","ERROR","2022-01-11T11:14:43.863-05:00[America/Bogota]","0.0","172.04"
