"Story","Title","Result","Date","Stability","Duration (s)"
"Deberia ver las diferentes ofertas laborales en la pagina dw Choucair","El usuario despues de iniciar sesion deberia poder visualizar las diferentes vacantes en la pagina de Choucair.","SUCCESS","2022-01-11T09:31:59.894-05:00[America/Bogota]","0.0","104.29"
